"gene_id","gene_name","logFC","logCPM","LR","PValue","FDR"
"ENSMUSG00000108616","Gm35040",-0.192637527140738,5.80782093572543,24.2825182142056,8.31906722203159e-07,0.0128554545782054
"ENSMUSG00000028573","Fggy",-0.47811199058066,1.94176591540627,22.7175098059822,1.87650147856587e-06,0.0144987886741392
"ENSMUSG00000102742","Pcdhga11",0.386203985098124,3.87166652972787,20.8484136552019,4.97103800762837e-06,0.0256058167772937
"ENSMUSG00000022508","Bcl6",-0.276937163605163,3.88119497536157,18.9069167526909,1.37254119303887e-05,0.0269813662477738
"ENSMUSG00000022594","Lynx1",-0.226167727803358,5.43637487826037,20.1936908243983,6.99833724405032e-06,0.0269813662477738
"ENSMUSG00000037139","Myom3",-0.561731494531515,0.861100651521162,19.3463176605648,1.09029291714914e-05,0.0269813662477738
"ENSMUSG00000041594","Tmtc4",-0.212048748676054,5.34706546084623,18.7342111710517,1.50262312932795e-05,0.0269813662477738
"ENSMUSG00000048965","Mrgpre",-0.195511419470683,4.81127090395734,18.6488443485491,1.57142494162923e-05,0.0269813662477738
"ENSMUSG00000059631","1500035N22Rik",-0.396818850062527,3.07153661018198,19.4152232196697,1.05165427581911e-05,0.0269813662477738
"ENSMUSG00000103897","Pcdhga8",0.312585463583378,3.59931664086742,18.4471259502391,1.74684082754638e-05,0.0269939313080742
"ENSMUSG00000103793","Pcdhga6",0.371817468034849,3.8531981130691,17.8805163926833,2.35216921695666e-05,0.0330437008269375
"ENSMUSG00000026188","Tmem169",-0.166601854870812,5.15982944639098,17.3695637892998,3.07714335881222e-05,0.0396259136031044
"ENSMUSG00000027489","Necab3",-0.29414276210529,3.34246573495576,17.1494128812827,3.45516195240518e-05,0.0410712443465518
"ENSMUSG00000019945","Cabcoco1",-0.619905374721052,-0.035583774097913,16.602145989313,4.60988307912332e-05,0.0437618406401978
"ENSMUSG00000032584","Mst1r",0.360141541921742,2.21570971671599,16.5198727111677,4.81428389881163e-05,0.0437618406401978
"ENSMUSG00000036098","Myrf",0.424473092313994,2.37693442391862,16.6453736821949,4.50600749599019e-05,0.0437618406401978
"ENSMUSG00000045932","Ifit2",-0.210118807873099,3.81656105783071,16.8340602159226,4.07945195990205e-05,0.0437618406401978
"ENSMUSG00000027318","Adam33",0.613351012803489,0.0462948729622496,15.9455011181748,6.51925374980439e-05,0.0559677934420707
"ENSMUSG00000028525","Pde4b",-0.14602934612776,6.2078553085602,15.7864694145206,7.0907791302815e-05,0.0576704262632842
"ENSMUSG00000003948","Mmd",-0.158341582841658,6.91534611697363,15.5353700725246,8.09758699795527e-05,0.0625660059397014
"ENSMUSG00000032875","Arhgef17",-0.145448656997679,6.81641907238846,15.0845038494028,0.000102803749076675,0.0756488730705644
"ENSMUSG00000039194","Rlbp1",-0.192611975423873,5.43051161753553,14.5655676931309,0.000135365586574334,0.0950820186060535
"ENSMUSG00000102440","Pcdhga9",0.332101321837523,3.75136012508784,14.3936228222871,0.000148303702753679,0.0996407442892433
"ENSMUSG00000095041","AC149090.1",-0.621824544018428,7.75918198041541,14.2982481474376,0.000156010002133293,0.100450940123574
"ENSMUSG00000035711","Dok3",0.411761644776229,2.24724620236526,14.1148870166586,0.000171977305229701,0.106302611908583
"ENSMUSG00000025592","Dach2",-0.330911102341678,2.92230875115604,13.6945675110561,0.000215075733643361,0.118698761142531
"ENSMUSG00000027698","Nceh1",-0.158103628552713,5.30246150772409,13.7536460634888,0.000208415886127755,0.118698761142531
"ENSMUSG00000097431","Gm26782",1.18028994498289,0.94810347870791,13.8305063899735,0.000200061449131686,0.118698761142531
"ENSMUSG00000026335","Pam",-0.122304450473127,6.47770032091564,13.4408578433516,0.000246203016216765,0.122728232567667
"ENSMUSG00000027329","Spef1",-0.152077902827012,4.94839446925621,13.4501879700624,0.000244981635621625,0.122728232567667
"ENSMUSG00000072640","Lyrm9",-0.135477222707298,5.50578028807476,13.5358555752355,0.00023404866201013,0.122728232567667
"ENSMUSG00000031938","4931406C07Rik",-0.167305462977751,4.82860670015374,13.3785620492781,0.000254516787074061,0.122907747207983
"ENSMUSG00000029790","Cep41",-0.222777281735581,3.8002998755382,12.9975974482533,0.000311890901219592,0.146050002925647
"ENSMUSG00000113750","Gm5628",-0.697615157700588,0.119888272056795,12.8762237744445,0.00033278304318041,0.151249893125496
"ENSMUSG00000018774","Cd68",-0.353856805113377,2.06605332970517,12.5806506862791,0.000389761008671444,0.168574717109377
"ENSMUSG00000052419","2610001J05Rik",-0.169314511186078,4.67339485600986,12.5665199681554,0.000392719201186667,0.168574717109377
"ENSMUSG00000106019","Gm43672",-0.358841593926823,2.4663665379128,12.3610221302159,0.000438390615552619,0.178278351419858
"ENSMUSG00000107134","Gm42528",-0.3412269529168,1.89234569393048,12.3609870830466,0.000438398845140401,0.178278351419858
"ENSMUSG00000014177","Tvp23b",-0.19707226462092,4.1355595458657,12.1729090934429,0.000484886232066866,0.188120000164301
"ENSMUSG00000038774","Ascc3",-0.157354622164081,5.25624154694738,12.1649966770116,0.000486947518706532,0.188120000164301
"ENSMUSG00000007908","Hmgcll1",-0.181303964115397,4.63470525805748,11.9719834538779,0.000540064239817083,0.198705064235557
"ENSMUSG00000029213","Commd8",-0.126259086631796,5.32360314868805,11.9948540800213,0.000533476533336447,0.198705064235557
"ENSMUSG00000050035","Fhl4",-0.568812774078493,0.273233279600729,11.859485586864,0.000573683886159478,0.201480388473237
"ENSMUSG00000057715","A830018L16Rik",-0.182827631286423,5.33139453247273,11.8935739420373,0.00056327936938445,0.201480388473237
"ENSMUSG00000025889","Snca",-0.138172706337735,7.34593346857111,11.7057825607915,0.000623061730657205,0.211242605229166
"ENSMUSG00000079227","Ccr5",-0.456746090347989,0.955027651419573,11.6886641722392,0.00062882028347516,0.211242605229166
"ENSMUSG00000051768","Xrcc1",0.174998499539477,5.06004104149613,11.5142701928774,0.000690639410332557,0.227073421444021
"ENSMUSG00000022325","Pop1",0.212309699675121,3.32753580278868,11.377544381158,0.0007433732696113,0.229746942706068
"ENSMUSG00000025037","Maoa",-0.128120714937421,5.70196624721681,11.3898401975261,0.000738468830942755,0.229746942706068
"ENSMUSG00000097048","1600020E01Rik",0.205899484278926,3.74657806754013,11.4465155398232,0.000716281891120885,0.229746942706068
"ENSMUSG00000043243","Fam129c",0.325135025759269,2.732358406207,11.2641275115732,0.000790193119395185,0.239428515176741
"ENSMUSG00000020102","Slc16a7",-0.212952939759473,6.1055984372957,11.2188443991016,0.000809708991450894,0.23997101383353
"ENSMUSG00000022828","Gtf2e1",-0.132987369471944,5.14825744827103,10.9952961061065,0.000913434185636957,0.23997101383353
"ENSMUSG00000024253","Dync2li1",-0.18243562653602,3.93817020385262,11.045407067487,0.000889071798718703,0.23997101383353
"ENSMUSG00000028980","H6pd",-0.182594157492791,3.54447075962397,11.0956873294987,0.000865287077959805,0.23997101383353
"ENSMUSG00000031224","Magee2",-0.152120627340926,4.52753148365069,10.9585134619319,0.000931745345888295,0.23997101383353
"ENSMUSG00000060579","Fhit",-0.400221349934183,1.44701048419418,10.9869388280152,0.000917562412382623,0.23997101383353
"ENSMUSG00000062797","Hikeshi",-0.150750983946338,5.02363115181521,11.1584395973774,0.000836502522540049,0.23997101383353
"ENSMUSG00000067377","Tspan6",-0.143709851827509,6.30975566206887,11.0273832652965,0.000897757839594168,0.23997101383353
"ENSMUSG00000079018","Ly6c1",-0.363302702401768,1.9674653458218,11.1104367671372,0.000858432731699169,0.23997101383353
"ENSMUSG00000022307","Oxr1",-0.139413122829452,6.07635664129444,10.8436312487644,0.000991361317755741,0.250075965500027
"ENSMUSG00000046598","Bdh1",-0.109600744150827,7.40402361021335,10.8213809065954,0.00100334626680914,0.250075965500027
"ENSMUSG00000000120","Ngfr",0.246814278967099,3.90307374350967,10.6495394251648,0.00110098319977939,0.261746052095244
"ENSMUSG00000028423","Nfx1",0.115467893838798,6.67487219272582,10.7063327624544,0.00106769447616224,0.261746052095244
"ENSMUSG00000041426","Hibch",-0.221567579802201,3.29818587713247,10.6665665075779,0.00109089424527592,0.261746052095244
"ENSMUSG00000027082","Tfpi",-0.252036931942499,3.2460821604109,10.5235522717651,0.0011786270846945,0.271840661787822
"ENSMUSG00000028005","Gucy1b1",-0.138834425773708,7.33424600598783,10.5272135954025,0.00117629431726804,0.271840661787822
"ENSMUSG00000046491","C1qtnf2",-0.337472615221586,2.80458983785412,10.3817576164296,0.00127266484796579,0.286657038548925
"ENSMUSG00000110218","Gm20219",0.51846757267795,-0.0426666822693724,10.371194068304,0.00127996736296356,0.286657038548925
"ENSMUSG00000036251","Trpm8",-0.453986837670676,0.432030864698348,10.2386901822488,0.00137525207699639,0.287797341185291
"ENSMUSG00000046387","Pcdhb17",-0.205315675725881,4.49405720794867,10.1855860318032,0.00141542729114619,0.287797341185291
"ENSMUSG00000052551","Adarb2",0.162944899424849,5.29345346675415,10.2780292788372,0.0013462366117114,0.287797341185291
"ENSMUSG00000061455","Stx17",-0.129613954558225,5.30296022418321,10.2325881711513,0.00137980913938777,0.287797341185291
"ENSMUSG00000072572","Slc39a2",0.593522423534031,1.46170781531882,10.3113528668903,0.00132214324213839,0.287797341185291
"ENSMUSG00000103081","Pcdhgb8",0.695966975573296,0.254572872117225,10.2080656390824,0.00139827759267288,0.287797341185291
"ENSMUSG00000107096","Gm43597",0.217572427131526,3.58360871748432,10.1947539157887,0.0014084075413673,0.287797341185291
"ENSMUSG00000031066","Usp11",-0.10774862662862,6.73657643864938,10.1115360297066,0.00147344108893181,0.295702404509913
"ENSMUSG00000031007","Atp6ap2",-0.109039470951951,6.92990017456132,10.0311015770127,0.00153918959054185,0.301077173957509
"ENSMUSG00000031432","Prps1",-0.12100337687705,5.9696939171098,10.0374752869388,0.00153387290165244,0.301077173957509
"ENSMUSG00000024411","Aqp4",0.195176292024887,6.22865812980542,9.95641275515094,0.00160290075274268,0.307284683413107
"ENSMUSG00000032327","Stra6",-0.293703473627829,3.7875176946413,9.94748344296244,0.00161069432190912,0.307284683413107
"ENSMUSG00000029343","Crybb1",-0.4887514385359,1.05162689729467,9.86250729864075,0.00168681064374874,0.311588958260638
"ENSMUSG00000032883","Acsl3",-0.106789559595789,6.59940037101874,9.81167571885788,0.00173407431634083,0.311588958260638
"ENSMUSG00000045410","Akr1e1",-0.157161965192601,3.953052217894,9.84815502925229,0.00170002172035588,0.311588958260638
"ENSMUSG00000058656","Samd12",-0.184237169801151,5.99767512116562,9.89216693164381,0.00165983795096801,0.311588958260638
"ENSMUSG00000063253","Scoc",-0.340952447771914,5.9417314439526,9.8266340366644,0.00172002825287209,0.311588958260638
"ENSMUSG00000024211","Grm8",-0.177538728558663,3.76860335093395,9.73086565119731,0.00181199128731203,0.321847142101526
"ENSMUSG00000029389","Ddx55",0.215860128797763,4.61388828946525,9.70719889200149,0.00183547568569341,0.322313701943411
"ENSMUSG00000041298","Katnal1",-0.123239119413796,5.78800197340366,9.65660827339829,0.00188671642292655,0.327589088578473
"ENSMUSG00000086308","G630016G05Rik",0.486097059678198,1.27172572048265,9.52680751669389,0.00202492054834988,0.347678858151675
"ENSMUSG00000018362","Kpna2",-0.132230746557303,5.62785424638188,9.49327352955832,0.00206226545174952,0.350199868416322
"ENSMUSG00000027165","B230118H07Rik",-0.21602092215152,3.47962477242741,9.38376950116046,0.00218914944484153,0.360021145046879
"ENSMUSG00000030866","Ern2",0.454951537431504,0.637796122067995,9.34447242168299,0.00223659030120368,0.360021145046879
"ENSMUSG00000031303","Map3k15",0.363326060389528,1.20592384695294,9.40923802158018,0.00215894927205368,0.360021145046879
"ENSMUSG00000097039","Pvt1",-0.203538901627465,2.79120684769452,9.36016495247164,0.00221752188609707,0.360021145046879
"ENSMUSG00000102748","Pcdhgb2",-0.234951051948793,2.90798474605005,9.36684765698991,0.0022094516960266,0.360021145046879
"ENSMUSG00000090626","Tex9",0.258052294470263,2.92002306748311,9.30529004297248,0.00228493130363494,0.364010757062585
"ENSMUSG00000006494","Pdk1",-0.18314851607111,5.49217950292642,9.23483553162556,0.00237453729761839,0.36693724860097
"ENSMUSG00000022587","Ly6e",-0.136072636554503,5.8809570908291,9.24682262007169,0.0023590438316498,0.36693724860097
"ENSMUSG00000022847","Thpo",0.489088636084765,0.113600149849734,9.2666780057855,0.00233360579668736,0.36693724860097
"ENSMUSG00000042182","Bend6",-0.119333078243127,7.15912622975503,9.187297557691,0.00243700433256996,0.372861662883204
"ENSMUSG00000023170","Gps2",0.170488132183924,4.66721796547938,9.15590859011137,0.00247916250320029,0.375593119234844
"ENSMUSG00000040746","Rnf167",0.1075568104309,5.30953477019983,9.12924327453421,0.00251555747628353,0.377406890106888
"ENSMUSG00000031709","Tbc1d9",-0.108510099615652,7.464041930501,9.08224385380247,0.00258103169442401,0.383506565133983
"ENSMUSG00000074264","Amy1",0.247670660915578,3.84683090054509,9.05163567446517,0.00262459908729622,0.386265997104652
"ENSMUSG00000046807","Lrrc75b",-0.110140149653022,6.43842556182392,9.00103735120987,0.00269826404365309,0.393361077986521
"ENSMUSG00000021474","Sfxn1",-0.105928508117612,6.96110236732666,8.97455010572915,0.00273765982347829,0.395374366843085
