"gene_id","gene_name","logFC","logCPM","LR","PValue","FDR"
"ENSMUSG00000095041","AC149090.1",-0.614226836680919,8.02725994698978,28.117382131548,1.14175782865092e-07,0.00177440584150639
"ENSMUSG00000098702","1500015A07Rik",-1.49677041560413,2.78023769945525,20.9701174360681,4.66503246185419e-06,0.036249634744838
"ENSMUSG00000097431","Gm26782",1.89850020586268,1.15361027836865,19.0587287650652,1.26756656903448e-05,0.0656641734978827
"ENSMUSG00000084459","Gm24598",-3.94318809117144,0.773800121405935,15.9012944635878,6.67330598447745e-05,0.25927462076191
"ENSMUSG00000113750","Gm5628",-0.97488723185067,0.00677092297189274,13.0603996290781,0.000301605077312019,0.937448901301217
"ENSMUSG00000000001","Gnai3",-0.0660159979643166,6.95565614828463,0.832357194823778,0.361591806005055,0.999815108561851
"ENSMUSG00000000028","Cdc45",-0.11581032069984,2.33668290475327,0.560747293744409,0.453959303198264,0.999815108561851
"ENSMUSG00000000031","H19",0.0498934235318846,5.52481041908522,0.11335622953905,0.736354998770182,0.999815108561851
"ENSMUSG00000000037","Scml2",0.00504463575733362,2.36854584661693,0.000796047167449743,0.977491225753424,0.999815108561851
"ENSMUSG00000000056","Narf",-0.0240456722394478,6.50895371551563,0.111735563358269,0.738176807628613,0.999815108561851
"ENSMUSG00000000058","Cav2",-0.211451270922348,4.17592680561647,3.6949987115024,0.0545758244598321,0.999815108561851
"ENSMUSG00000000078","Klf6",-0.10135203801347,6.65474136601686,2.32327044070519,0.127451811299412,0.999815108561851
"ENSMUSG00000000085","Scmh1",0.0157249556184055,6.26782184321036,0.0481645845302161,0.826288376597669,0.999815108561851
"ENSMUSG00000000088","Cox5a",0.0758275622800592,6.2988704161331,0.831619575043469,0.361804629722737,0.999815108561851
"ENSMUSG00000000093","Tbx2",-0.0364120151225633,2.66641348370123,0.0626502104950504,0.802355170338424,0.999815108561851
"ENSMUSG00000000120","Ngfr",0.336693666563401,3.93343819298718,6.35551259933462,0.0117017129592688,0.999815108561851
